"","TREATMENT","M_SNC_MST_RCNT_ACT_OPN","TOT_HI_CRDT_CRDT_LMT","RATIO_BAL_TO_HI_CRDT","AGRGT_BAL_ALL_XCLD_MRTG","N_OF_SATISFY_FNC_REV_ACTS","AVG_BAL_ALL_FNC_REV_ACTS","N_BANK_INSTLACTS","M_SNCOLDST_BNKINSTL_ACTOPN","N_FNC_INSTLACTS","N_SATISFY_INSTL_ACTS","M_SNC_MSTREC_INSTL_TRD_OPN","TOT_INSTL_HI_CRDT_CRDT_LMT","M_SNC_OLDST_MRTG_ACT_OPN","M_SNC_MSTRCNT_MRTG_ACT_UPD","M_SNC_MST_RCNT_MRTG_DEAL","N30D_ORWRS_RTNG_MRTG_ACTS","N_OF_MRTG_ACTS_DLINQ_24M","N_SATISFY_PRSNL_FNC_ACTS","RATIO_PRSNL_FNC_BAL2HICRDT","TOT_OTHRFIN_HICRDT_CRDTLMT","N_SATISFY_OIL_NATIONL_ACTS","M_SNCOLDST_OIL_NTN_TRD_OPN","N_BC_ACTS_OPN_IN_12M","N_BC_ACTS_OPN_IN_24M","AVG_BAL_ALL_PRM_BC_ACTS","N_RETAIL_ACTS_OPN_IN_24M","M_SNC_OLDST_RETAIL_ACT_OPN","RATIO_RETAIL_BAL2HI_CRDT","TOT_BAL_ALL_DPT_STORE_ACTS","N_30D_RATINGS","N_120D_RATINGS","N_30D_AND_60D_RATINGS","N_ACTS_WITH_MXD_3_IN_24M","N_ACTS_WITH_MXD_4_IN_24M","PRCNT_OF_ACTS_NEVER_DLQNT","N_ACTS_90D_PLS_LTE_IN_6M","TOT_NOW_LTE","N_DEROG_PUB_RECS","N_INQUIRIES","N_FNC_ACTS_VRFY_IN_12M","N_OPEN_REV_ACTS","N_FNC_ACTS_OPN_IN_12M","HI_RETAIL_CRDT_LMT","N_PUB_REC_ACT_LINE_DEROGS","M_SNC_MST_RCNT_60_DAY_RTNG","N_DISPUTED_ACTS","AUTO_HI_CRDT_2_ACTUAL","MRTG_1_MONTHLY_PAYMENT","MRTG_2_CURRENT_BAL","PREM_BANKCARD_CRED_LMT","STUDENT_HI_CRED_RANGE","AUTO_2_OPEN_DATE_YRS","MAX_MRTG_CLOSE_DATE","UPSCALE_OPEN_DATE_YRS","STUDENT_OPEN_DATE_YRS","FNC_CARD_OPEN_DATE_YRS","AGE","D_DEPTCARD","D_REGION_A","D_REGION_B","D_REGION_C","D_NA_M_SNC_MST_RCNT_ACT_OPN","D_NA_AVG_BAL_ALL_FNC_REV_ACTS","D_NA_M_SNCOLDST_BNKINSTL_ACTOPN","D_NA_M_SNC_OLDST_MRTG_ACT_OPN","D_NA_M_SNC_MST_RCNT_MRTG_DEAL","D_NA_RATIO_PRSNL_FNC_BAL2HICRDT","PURCHASE","UNIQUE_ID"
"34870",1,2,87727,35.9,66673,2,1639,1,2,2,2,2,67427,249,0.664687749743121,25.8628775834658,0,0,1,21.1,14227,0,186.509424603175,1,1,0,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,4,3,4,0,0,0,21.1226750686045,0,0,489,0,0,0,2.33854038383041,0.120547945205479,7.48136906265982,2.47417142158413,1.28373307817375,36,0,0,0,0,0,0,0,0,1,0,0,3812
"4200",1,36,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,1,3,2,0,0,25,0,0,0,4,0,0,0,0,5,15,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,35,0,0,0,1,0,1,1,1,1,1,0,3813
"88581",0,23,400,0,0,0,1767.19720263553,1,103,8,0,23,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,69,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,400,0,21.1226750686045,0,930,0,0,0,0,2.45753424657534,3.16229464726075,7.48136906265982,2.47417142158413,0.0383561643835616,38,1,1,0,0,0,1,0,1,1,1,0,3814
"51877",0,23,23358,83.3,19464,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,141,0,1,7394,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,1,1,0,8,0,0,1,21.1226750686045,0,0,0,0,10100,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,23,0,0,1,0,0,1,1,1,1,1,0,3815
"61743",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,94,0,0,0,0,1,1,1,1,1,1,0,3816
"2866",0,34,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,152,11.4912303766143,0,0,0,0,0,0,40,0,0,2,1,0,1,0,0,6,27,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,79,0,0,0,0,0,1,1,1,1,1,0,3817
"9684",0,14,300,97.7,293,0,1767.19720263553,0,99.7895825049702,0,0,55,0,64,0.664687749743121,15,3,3,0,51.7304117647059,0,0,186.509424603175,0,1,2494.41434114311,0,164.238899803536,11.4912303766143,0,4,0,5,0,1,16.7,2,0,0,19,0,1,0,0,2,1,0,0,670,0,0,0,2.33854038383041,2.28493150684932,7.48136906265982,2.47417142158413,1.28373307817375,59,0,0,1,0,0,1,1,0,0,1,0,3818
"71918",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,60,0,1,0,0,1,1,1,1,1,1,0,3819
"60132",1,109,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,109,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,90,0,0,1,0,0,1,1,1,1,1,0,3820
"86249",0,2,194900,16.1,89446,2,1,3,125,3,0,63,0,121,0.664687749743121,25.8628775834658,0,0,1,0,400,0,186.509424603175,0,0,2940,0,263,1.7,218,2,0,2,0,0,93.2,0,0,0,3,2,15,0,10000,0,21.1226750686045,0,0,1509,74189,16500,0,2.33854038383041,3.16229464726075,21.9534246575342,2.47417142158413,1.28373307817375,57,1,0,0,1,0,0,0,0,1,0,1,3821
"2257",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,1,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,90,0,0,0,0,1,1,1,1,1,1,0,3822
"30929",0,97,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,1,0,117,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,200,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,42.9,0,0,0,3,0,1,0,0,3,62,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,59,0,0,0,0,0,1,1,1,1,1,0,3823
"78617",0,204,21000,8.2,1731,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,1731,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,21000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,51,0,0,0,0,0,1,1,1,1,1,0,3824
"38585",1,6,156076,39.6,16821,0,1767.19720263553,0,99.7895825049702,2,3,12,17176,15,2,25.8628775834658,0,0,1,51.7304117647059,7500,0,186.509424603175,1,1,3544,0,139,0,0,1,0,2,0,0,91.7,0,0,1,6,2,4,2,1500,1,34,0,0,988,0,15800,4,2.33854038383041,1.03835616438356,10.1205479452055,7.24840182648402,1.28373307817375,88,1,0,1,0,0,1,1,0,1,1,0,3825
"19703",0,139,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,139,11.4912303766143,0,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,38,0,1,0,0,0,1,1,1,1,1,0,3826
"2567",0,31,84399,1.2,327,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,179,0,25.8628775834658,0,0,0,51.7304117647059,57899,0,186.509424603175,0,0,0,0,83,9.3,327,0,0,0,0,0,95.2,0,0,0,0,1,7,0,2000,0,21.1226750686045,0,0,1066,0,21000,0,2.33854038383041,0.961643835616438,2.7926865783367,2.47417142158413,1.28373307817375,85,1,0,1,0,0,1,1,0,1,1,0,3827
"84201",1,18,102900,3.2,3300,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,121,0,1,471,0,269,0,0,0,0,0,0,0,100,0,0,0,1,0,11,0,2000,0,21.1226750686045,1,0,0,0,23000,0,2.33854038383041,3.16229464726075,3.28675799086758,2.47417142158413,1.28373307817375,43,1,1,0,0,0,1,1,1,1,1,0,3828
"27254",0,5,481006,40.8,33052,1,0,1,127,3,2,5,35006,159,0,25.8628775834658,0,0,1,96.1,19184,0,186.509424603175,1,4,2103,1,110,0,0,1,0,2,0,0,87.5,0,0,0,32,3,11,1,1500,0,22,0,19184,2440,79470,18500,0,2.03835616438356,3.16229464726075,-0.128767123287671,2.47417142158413,0.457534246575342,78,1,0,0,0,0,0,0,0,1,0,0,3829
"82802",0,20,125951,3.9,2306,0,1767.19720263553,3,110,0,1,66,18551,119,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,1,463,0,134,0,0,0,0,0,0,0,100,0,0,0,0,0,13,0,3200,0,21.1226750686045,0,0,41,58835,10000,0,2.33854038383041,2.12054794520548,7.48136906265982,2.47417142158413,1.28373307817375,48,1,0,0,1,0,1,0,0,1,1,1,3830
"57493",1,72,56100,0,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,0,112,0,0,0,0,0,0,0,100,0,0,0,0,0,5,0,2000,0,21.1226750686045,0,0,0,0,16500,0,2.33854038383041,3.16229464726075,9.36986301369863,2.47417142158413,1.28373307817375,50,1,0,1,0,0,1,1,1,1,1,0,3831
"51063",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,40,0,0,0,1,1,1,1,1,1,1,0,3832
"60246",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,52,0,0,1,0,1,1,1,1,1,1,0,3833
"31264",1,26,3370,99.9,3367,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,99.9,0,0,186.509424603175,0,0,2494.41434114311,0,141,11.4912303766143,0,0,0,0,0,0,30,1,3367,0,7,1,2,0,0,7,1,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,29,0,1,0,0,0,1,1,1,1,0,0,3834
"43564",0,8,45500,0.2,73,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,2,0,0,460,0,0,0,0,0,0,0,100,0,0,0,0,0,13,0,2000,0,21.1226750686045,0,0,0,0,10000,0,2.33854038383041,3.16229464726075,21.8767123287671,2.47417142158413,1.28373307817375,95,1,0,1,0,0,1,1,1,1,1,0,3835
"82417",1,41,191600,0.3,20864,0,1767.19720263553,3,140,0,0,116,0,66,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,1,141,0,0,0,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,11,0,0,0,21.1226750686045,0,0,241,0,15000,0,2.33854038383041,3.37100082341493,7.48136906265982,2.47417142158413,1.28373307817375,59,0,0,0,1,0,1,0,0,1,1,0,3836
"23366",0,0,212700,18.7,15443,1,1767.19720263553,5,129,0,0,102,0,137,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,2,2,5039,1,149,1.7,137,0,0,0,0,0,97.3,0,0,0,2,0,15,0,7200,0,21.1226750686045,0,0,843,0,25000,0,2.33854038383041,2.29041095890411,7.48136906265982,2.47417142158413,1.28373307817375,62,1,1,0,0,0,1,0,0,1,1,0,3837
"80482",1,2,55385,66.8,36987,0,1767.19720263553,0,99.7895825049702,17,4,2,49285,138.96011816839,0.664687749743121,25.8628775834658,0,0,3,53.5,26550,0,186.509424603175,0,1,2494.41434114311,0,87,81.8,1064,1,0,1,0,0,96.4,0,0,0,5,4,8,3,1300,1,21.1226750686045,0,0,276,0,0,0,2.33854038383041,3.16229464726075,3.03766749008159,2.47417142158413,-0.128767123287671,51,1,1,0,0,0,1,1,1,1,0,0,3838
"88366",0,125,21100,0.3,64,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,0,466,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,4,0,0,0,21.1226750686045,0,0,0,0,13200,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,71,0,1,0,0,0,1,1,1,1,1,0,3839
"83787",1,7,26500,1.7,444,0,1767.19720263553,0,99.7895825049702,1,0,35,0,175,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,222,1,112,0,0,0,0,0,0,0,100,0,0,0,0,0,5,0,1000,0,21.1226750686045,0,0,629,0,10000,0,2.33854038383041,6.70684931506849,7.48136906265982,2.47417142158413,1.28373307817375,40,1,1,0,0,0,1,1,0,1,1,0,3840
"14651",1,13,23000,3.3,749,3,0,2,47,0,0,13,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,6500,0,186.509424603175,0,1,749,0,42,0,0,0,0,0,0,0,100,0,0,0,3,1,9,0,3600,0,21.1226750686045,0,0,272,0,0,0,2.33854038383041,0.29041095890411,7.48136906265982,2.47417142158413,1.28373307817375,70,1,0,0,0,0,0,0,1,1,1,0,3841
"63881",0,9,258000,70.6,60711,0,1767.19720263553,2,44,0,3,9,44000,174,1,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,9634,0,291,0,0,0,0,0,0,0,100,0,0,0,1,0,3,0,500,0,21.1226750686045,0,0,180,124620,19500,8,2.33854038383041,3.16229464726075,24.2904109589041,-0.252054794520548,1.28373307817375,23,1,1,0,0,0,1,0,0,1,1,0,3842
"29162",0,72,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,72,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,56,0,0,0,0,0,1,1,1,1,1,0,3843
"2165",0,3,349319,20.6,23462,2,0,1,57,2,2,11,31742,40,0,25.8628775834658,0,0,1,20.5,4200,0,186.509424603175,0,1,2653,0,147,11.4912303766143,0,0,0,0,0,0,100,0,0,0,6,3,10,2,0,0,21.1226750686045,0,13017,60,220519,15000,7,0.961643835616438,3.16229464726075,7.48136906265982,3.16986301369863,1.28373307817375,55,0,0,1,0,0,0,0,0,1,0,0,3844
"66877",1,5,41800,6.6,2778,3,0,1,128,0,0,128,0,128,0.664687749743121,25.8628775834658,0,0,2,0,400,0,186.509424603175,0,0,409,0,165,21.6,1696,0,0,0,0,0,100,0,0,0,0,2,10,1,5000,0,21.1226750686045,0,0,524,0,17300,0,2.33854038383041,7.87123287671233,7.48136906265982,2.47417142158413,1.28373307817375,65,1,0,0,0,0,0,0,0,1,0,0,3845
"23878",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,1,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,62,0,0,0,0,1,1,1,1,1,1,0,3846
"67580",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,3,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,41,0,0,0,0,1,1,1,1,1,1,0,3847
"93001",0,2,226800,15.3,3846,3,0,1,104,4,0,43,0,98,0,25.8628775834658,0,0,0,51.7304117647059,131700,0,186.509424603175,3,3,2494.41434114311,1,105,0,0,4,14,4,0,0,88,0,0,0,5,4,12,1,500,1,20,0,0,739,0,0,0,2.33854038383041,5.79178082191781,5.20547945205479,2.47417142158413,1.28373307817375,47,1,0,0,0,0,0,0,0,1,1,1,3848
"94374",0,20,32300,0,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,1,0,0,383,0,0,0,0,0,0,0,100,0,0,0,1,0,6,0,3900,0,21.1226750686045,0,0,0,0,16500,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,38,1,0,0,1,0,1,1,1,1,1,0,3849
"4186",1,2,1000,0,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,1,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,100,0,0,0,1,0,1,1,1,1,1,0,3850
"14734",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,2,0,0,0,0,0,2,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,45,0,0,0,1,1,1,1,1,1,1,0,3851
"4623",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,46,0,0,0,0,1,1,1,1,1,1,0,3852
"88291",1,332,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,50,0,0,0,0,0,1,1,1,1,1,0,3853
"76454",0,34,2200,92,2023,0,1767.19720263553,0,99.7895825049702,1,0,34,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,144,92,2023,7,0,9,0,0,33.3,0,0,0,0,0,1,0,2200,0,58,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,53,1,0,0,0,0,1,1,1,1,1,0,3854
"10473",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,56,0,0,0,1,1,1,1,1,1,1,0,3855
"42027",1,4,33565,3.7,1258,1,0,0,99.7895825049702,1,0,84,0,131,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,1,629,1,77,0,0,0,0,0,0,0,100,0,0,0,2,1,9,0,2000,0,21.1226750686045,0,0,510,0,13000,0,2.33854038383041,6.79178082191781,0.53972602739726,2.47417142158413,1.28373307817375,62,1,1,0,0,0,0,1,0,1,1,1,3856
"33447",0,21,18500,10.8,2006,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,1,2006,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,0,21.1226750686045,0,0,0,0,14500,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,67,0,1,0,0,0,1,1,1,1,1,0,3857
"84985",0,132,0,36.0950602704023,0,0,1767.19720263553,1,132,0,0,132,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,53,0,0,1,0,0,1,0,1,1,1,0,3858
"77082",0,9,51576,89.2,45992,0,1767.19720263553,0,99.7895825049702,2,2,9,51576,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,93.1,31002,0,186.509424603175,0,0,2494.41434114311,0,88,11.4912303766143,0,0,0,0,0,0,50,0,0,10,9,2,0,1,0,18,29,0,31002,0,0,0,0,1.29041095890411,3.16229464726075,7.48136906265982,2.47417142158413,0.786301369863014,95,1,0,1,0,0,1,1,1,1,0,0,3859
"93851",1,24,68800,5.6,3845,1,2633,1,134,1,0,69,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,10000,0,468,0,0,457,0,229,1.8,0,0,0,0,0,0,100,0,0,0,0,1,12,0,5000,0,21.1226750686045,0,0,0,0,10000,0,2.33854038383041,3.16229464726075,5.79452054794521,2.47417142158413,1.28373307817375,71,1,0,0,0,0,0,0,1,1,1,1,3860
"58663",0,1,412518,28.5,136588,4,450,4,98,3,3,21,50451,163,1,25.8628775834658,0,0,3,16.5,26000,0,186.509424603175,2,3,2941,0,135,5.6,141,0,0,0,0,0,100,0,0,0,0,5,22,0,2500,0,21.1226750686045,0,18498,1423,0,22000,0,4.12328767123288,-0.715068493150685,7.48136906265982,2.47417142158413,1.28373307817375,33,1,0,1,0,0,0,0,0,1,0,0,3861
"47719",0,1,323439,51.6,72935,0,1767.19720263553,0,99.7895825049702,7,2,2,74021,48,1,28,1,0,1,51.7304117647059,74021,0,186.509424603175,1,1,2494.41434114311,0,164.238899803536,11.4912303766143,0,6,0,8,0,0,78.9,0,0,2,0,3,3,3,0,10,42,0,0,2515,0,0,0,2.33854038383041,-0.380821917808219,7.48136906265982,2.47417142158413,1.28373307817375,57,0,0,0,1,0,1,1,0,0,1,0,3862
"40797",1,7,227523,93.3,32616,1,7417,1,60,11,3,7,21072,143,1,19,4,1,2,97.3,192551,0,186.509424603175,0,0,2494.41434114311,0,136,99,2278,32,0,37,3,0,62.5,0,0,0,3,3,4,1,2300,0,0,0,0,1722,0,0,8,2.33854038383041,5.29041095890411,7.48136906265982,0.663013698630137,0.624657534246575,37,0,0,0,0,0,0,0,0,0,0,1,3863
"85473",0,8,211866,66.4,91963,1,196,4,125,6,4,19,105235,140,0,25.8628775834658,0,0,1,2.8,21643,0,186.509424603175,0,0,6608,0,43,0,0,1,0,1,0,0,92.9,0,0,0,1,2,6,0,1500,0,21.1226750686045,0,43635,669,325366,21000,3,2.28767123287671,3.16229464726075,7.48136906265982,0,1.28373307817375,51,1,1,0,0,0,0,0,0,1,0,0,3864
"78968",1,45,2500,99,2474,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,212,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,537,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,68.7,1,0,0,3,0,3,0,0,4,5,0,0,1246,0,0,0,2.33854038383041,9.29041095890411,7.48136906265982,2.47417142158413,1.28373307817375,37,0,1,0,0,0,1,1,0,1,1,0,3865
